"BUSCO_ID","Cluster","Description","Atru","Bbom","Dpic","Hboe","Xbor","Xlae","Xtro","Sbom","Lail","Llei","Pcul","Gcar","Pads","Lsyl","Rimi","Rkuk","Rmus","Rtem","Mfle","Pcor","Ecoq","Epus","Lfus","Bbuf","Bgar","Bvir","Debr","Hsar","Ptri"
"299794at32523","2525","protein FAM207A","K+L","D+J+K+L+M","L","L","L+M","L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"299876at32523","404","CD99 antigen-like protein 2","J","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","J","J","J","J","J","J","J","J","J","J","J","J","J","J"
"299975at32523","3410, 5272","BET1-like protein","missing","G, D+E","missing","D+E","D+E","D+E","D+E","D","A, D","A, D","scaf","D","D","A","D","D+K","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"300008at32523","478","methionine-R-sulfoxide reductase B1","L","L","L","L","missing","L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"300031at32523","4023","uncharacterized protein C1orf131 homolog","scaf","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"30006at32523","281","ubiquitin-like modifier-activating enzyme 6","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"300158at32523","972","brain and acute leukemia cytoplasmic protein","G","G","G","G","G, G","G, G","G","G","G","scaf","G","G","G","G","G","G","scaf","G","G","G","G","G","G","G","G, scaf","G","G","G","G"
"300164at32523","882","Chromosome 9 open reading frame 116","J","J","J+K+M","J+K+M","missing","J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","J","J","F, J","J","J","J","missing","J","J","J","J","J","J","J"
"30022at32523","35","ATP-dependent RNA helicase DHX29","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"300364at32523","3622","39S ribosomal protein L40, mitochondrial","scaf","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"300642at32523","1686","protein LBH","F","F","F","J+K+M","F","F, F","F","F","F","F","F","F","F","F","F","scaf","F","scaf","F","F","E+F","scaf","F","F","F","F","F","F","F"
"300700at32523","2076","EF-hand calcium binding domain 10 ","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"300772at32523","3219","Transcriptional and immune response regulator","scaf","C","C","C","C","C, C","C","C","C","C","C","C","missing","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"300815at32523","1311","ashwin","B","B","B","B","B, B","B, B","B","B","B","B","B","B","B","missing","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"300828at32523","3324, 5096","zinc finger HIT domain-containing protein 3","B","B","B","B","B","B","B","B","B","B","B","missing","B","B","B","B","B","B","C","B","B+F","B","B","C+I","C+I","C+I, C+I","B","B","B"
"300997at32523","4662","Mitochondrial ribosomal protein S25","missing","D+E","E+I","D+E","D+E","D+E, D+E","D+E","E","missing","E","E","E+H+J","E","E","E","E","E","C, E","E","E","E+F","missing","E","E","E","E","D+E","D+E","D+E"
"30103at32523","3191","Kinesin family member 7","missing","C","missing","C","missing","C","C","C","C","C","C","C","missing","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"301078at32523","3198","selenoprotein S","scaf","C","C","C","C, C","C, C","C","C","missing","missing","missing","C","C","C","C","scaf","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"301105at32523","4356, 5162","synaptonemal complex central element protein 3","scaf","H","H","H+I","H+I, H+I","H+I","H+I","A","H","H","H","E+H+J","H","H","H+J+M","H","H","A, H","H+M","H+M","B+H, scaf","H","H","H+M","H+M","H+M","E+H","E+H","E+H"
"301160at32523","55","Protein S100","A","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"301171at32523","3642, 5327","glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial","scaf","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"301243at32523","3286","Electron transfer flavoprotein regulatory factor 1","C","C","C","C","scaf","C","C","C","C","scaf","C","C","C","C","C","C","C","C, J","C","missing","C","scaf","C","C+I","C+I","C+I","C","C","C"
"30143at32523","3169","manganese-transporting ATPase 13A1","missing","C","C","B","C","C","C","C","C","C","C","C","C","C","C","C","C","C","scaf","C","C","C","C","C+I","C+I","C+I","C","C","C"
"301474at32523","4457","protein phosphatase 1 regulatory subunit 1C","scaf","D+J+K+L+M","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"301621at32523","4769","mitochondrial import inner membrane translocase subunit Tim10 B","scaf","B","scaf","scaf","scaf","B","B","B","B","scaf","B","missing","B","B","B","B","B","B","B","B, F","B+F","scaf","scaf","B","scaf","B","B","scaf","B"
"301749at32523","2501","T-cell-specific surface glycoprotein CD28","K+L","D+J+K+L+M","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","missing","L","L","L","scaf","L","L","L","L","missing","missing","L","missing","missing","missing","missing","L","missing"
"301845at32523","1898","mitochondrial import receptor subunit TOM20 homolog","F","F","M","F","F","F, F","F","F","F","H","F","F","F","F","F","F, L","F, G","F","F","H+M, F","E+F","F","F, C","missing","F","F","F","F","missing"
"302046at32523","1108","protein phosphatase 1 regulatory subunit 17","G","G","G","G","G, G","G","G","G","missing","missing","G","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"30209at32523","3860","integrator complex subunit 2","missing","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","scaf, scaf","B","B+F","missing","B","B","B","B","B","B","B"
"30211at32523","775","semaphorin-6D isoform X1","C","C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"30213at32523","2858","elongation factor-like GTPase 1","C","D+J+K+L+M","C","C","C","C, C","C","C","L","C","C","K","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"302150at32523","4814","pro-FMRFamide-related neuropeptide VF","scaf","G","G","G","G","G","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"302245at32523","2136","BH3-interacting domain death agonist","C","C","C","C","C","C, C","C","C","C","C","C","missing","C","C","C","C","C","C","C","C","missing","scaf","C","C+I","C+I","C+I","C","C","C"
"302259at32523","2588, 5377","cell death regulator Aven","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","K","K","K","K","K","K","M","A+K","M","M","M","K","K","I+K","D+K","D+K","K","K","K","K","K","F"
"302394at32523","1797","MORN repeat-containing protein 2","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","missing","F","F","F","E+F","F","F","F","F","F","F","F","F"
"30247at32523","890","rap guanine nucleotide exchange factor 1","J","J","J+K+M","missing","J+K","J+K, J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","J","J","J","J","J","J","scaf","J","J","J","J","J","J","J"
"302602at32523","1918","transmembrane protein 263","C","C","D","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","F","C","C","C"
"302637at32523","1124","fer3-like protein","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"302643at32523","4191, 5057, 5498","transmembrane protein 17","missing","H","H","A, scaf, scaf","D+E","D+E","D+E","H","H","H","H","A, E+H+J","H","H","H+J+M","H","A","H","H+M","H+M","A","A","H","H+M","H+M","A, H+M","E+H","A","E+H"
"30264at32523","4478","delphilin","L","L","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","scaf","L","L","L","L","L","L","L"
"302715at32523","4260","proline-rich protein 15-like protein","missing","D+J+K+L+M","M","J+K+M","L+M, L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"302721at32523","1663","ABRA C-terminal like","F","F","F","F","F","F","F","F","F","F","missing","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"302930at32523","2639","GTP cyclohydrolase 1 feedback regulatory protein","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","G","K","K","K","K"
"302932at32523","1319, 5286","cytochrome c oxidase assembly factor 5","B","D+J+K+L+M, B","B","B","B, scaf","B, B","B","B","C, I","B, C","B","B","B","B","B","H","B","B","B","missing","B+F","B","B","B","B","B","B","B","B"
"30304at32523","4912","LLGL2, scribble cell polarity complex component","missing","missing","J+K+M","J+K+M","missing","L+M","M","M","missing","missing","A+M","M","A+M","missing","H+J+M","missing","M","M","H+M","H+M","M","missing","scaf","H+M","missing","H+M","M","M","M"
"303097at32523","812","probable peptide chain release factor C12orf65 homolog, mitochondrial","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"30310at32523","3388","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16","missing","D+J+K+L+M","D","D+E","D+E, D+E","D+E, D+E","D+E","D","missing","D","D","D","D","D","D","D+K","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"30318at32523","3126","BTB/POZ domain-containing protein 7","B+K","missing","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","scaf","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"303212at32523","1712","basic leucine zipper transcriptional factor ATF-like 3","F","F","F","F","F, scaf","F, F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","F, scaf","F","F","F"
"303506at32523","4699, 5085","Chromosome 18 open reading frame 21","F","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","D","missing","D","G","G","G"
"30353at32523","1184","ubiquitin-protein ligase E3C","G","G","G","missing","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"30365at32523","572, 4226","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2","D","D+J+K+L+M","D","D+E","D+E","D+E","D+E","D","D","D","D","D","D","D","D","scaf","D","D","D","D","D","D+K","D+K","D","H+M","D","D+E","D+E","D+E"
"303889at32523","1690","protein stum homolog","F","F","F","F","F, F","F, F","F","F","F","F","F","F","F","F","F","F","F","F","missing","F","E+F","missing","F","F","F","F","F","F","F"
"303918at32523","840","DNA polymerase epsilon subunit 3","J","J","scaf","J+K+M","missing","J+K","J+K","J","missing","J","missing","E+H+J","J","J","H+J+M","J","J","J","J","J","J","scaf","J","J","J","J","J","J","J"
"303931at32523","684","Chromosome 3 open reading frame 14","E","D+E","missing","missing","D+E","D+E","D+E","missing","missing","missing","missing","missing","missing","E","missing","missing","E","E","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"30406at32523","688","Bromodomain and PHD finger containing 1","E","D+E","scaf","D+E","D+E, D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","D+E","D+E","D+E"
"304134at32523","2715","SOSS complex subunit C","A","A","A","A","A, A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","missing","A","A","A","A, A","A","A","A","A"
"304171at32523","925","maturin","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"30424at32523","1732","DNA mismatch repair protein Msh6","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","scaf","F","F","F"
"304313at32523","3404, 5528","transmembrane protein 216 isoform X1","scaf","missing","missing","D+E","missing","B","B","missing","missing","missing","missing","missing","missing","missing","D","D+K","missing","D","D","missing","missing","missing","D+K","missing","missing","D","missing","missing","missing"
"304333at32523","3879","T cell receptor associated transmembrane adaptor 1","scaf","B","B","scaf","B","B","B","B","missing","B","missing","missing","B","B","B","B","scaf","B","B","B","B+F","B","B","B","B","B","B","B","B"
"304399at32523","5260","matrix Gla protein","E","missing","missing","missing","D+E, D+E","D+E","D+E","E","E","E","E","missing","E","E","missing","E","E","E","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"304654at32523","2133","cAMP-responsive element-binding protein-like 2","C","C","C","C","C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","missing","C","C+I","C+I","C+I","C","C, L","C"
"304702at32523","4836","phosphoinositide-interacting protein","scaf","D+J+K+L+M","J+K+M","J+K+M","L+M, L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","scaf","M","M","H+M","H+M","M","scaf","I+M","H+M","H+M","H+M","M","M","M"
"304750at32523","1017","coiled-coil-helix-coiled-coil-helix domain-containing protein 7","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","missing","G","G","G","G","G","G","G"
"30479at32523","3","Nucleolar protein 6","A","A","A","A","missing","A","A","A","A","A","A+M","A","A+M","A","A+K","scaf","A","A","A","A","A","scaf","A","A","A","A","A","A","A"
"304806at32523","206","U6 snRNA-associated Sm-like protein LSm6","A","A","A","A","A","A, A","A","A","A","A","A+M","A","A+M","A, G","A+K","A","A","A","A","A","A","A","A","missing","A","A","A","A","A"
"30486at32523","1395","copper-transporting ATPase 2 isoform X1","B","B","B","B","B","B","B","B","missing","missing","missing","missing","missing","missing","B","scaf","B","B","missing","B","missing","B","missing","B","missing","missing","missing","missing","B"
"30494at32523","2443","zinc finger E-box-binding homeobox 2","K+L","D+J+K+L+M","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"305138at32523","2995","general transcription factor IIH subunit 5","F","F","F","F","F, F","F","F","F","F","F","missing","F","F","F","F","F","F","F","F","F","missing","F","F","F","F","F","F","F","F"
"305143at32523","3075","C-Myc-binding protein","B+I","B","B","B","B","B, B","B","B","B","B","B","B","B","B, I","B","G","B, D","B","B","B","B+F","B","B","B","B","missing","B","B","B"
"305237at32523","2494","NADH dehydrogenase ","K+L","D+J+K+L+M, scaf","L","L","L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"305384at32523","4322","CST complex subunit TEN1","scaf","D+J+K+L+M","J+K+M","A, D+E, D+E","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"305431at32523","474","guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13","L","L","L","J+K+M","L+M","L+M, L+M","L","L","L","L","L","missing","L","L","L","L","L","L","L","L","L","scaf","L","L","L","L","L","L","L"
"305590at32523","4617","vesicle-associated membrane protein 4","scaf","missing","E","D+E","D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","D+E","missing","D+E"
"305735at32523","430","promethin","L","L","L","L","L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"305787at32523","1081","small integral membrane protein 13","G","G, C","G","B, G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"305803at32523","988","uncharacterized protein C8orf88 homolog","G","G","G","G","missing","G","G","H","G","G","G","G","G","G","missing","A","scaf","J","G","G","missing","missing","missing","G","G","G","G","G","G"
"30595at32523","3156","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform","missing","C","C","C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"3059at32523","2476","fibronectin","K+L","D+J+K+L+M","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"306059at32523","1247","transmembrane protein 100","M","D+J+K+L+M","J+K+M","J+K+M","L+M","L+M, L+M","M","M","missing","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"306068at32523","513","transmembrane protein 80","D","D+E","D","D+E","D+E","D+E","D+E","D","D","D","D","D","D","D","D","D+K","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"306397at32523","2187","Chromosome 1 open reading frame 216","B+I","B","B","B","B, B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"306425at32523","4955","succinate dehydrogenase assembly factor 3, mitochondrial","missing","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","A, G","G","G","G","G","G","missing","G","G","F","scaf","G","G","G"
"30651at32523","2785","V(D)J recombination-activating protein 1","D","D+E","D","J+K+M","D+E, scaf","D+E, D+E","D+E","D","D","D","D","D","D","missing","D","D+K","D","D","D","D","D","scaf","D+K","D","D","D","D+E","D+E","D+E"
"306698at32523","4443","28 kDa heat- and acid-stable phosphoprotein","B","L","L","L","L+M, L+M","D+E, L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"306857at32523","2177","uncharacterized protein ZMYM6NB","B+I","B","B","B","B, B","B, B","B","B","B, J","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"307031at32523","3626, 3875, 5467","Coiled-coil-helix-coiled-coil-helix domain containing 10","scaf","A","A","A","A","A","A","A","B","A","A+M","A, B","B, A+M","B","A+K","A","A","A, H","A","A","A","F","A","A, B","A, B","B, K","A","A","A"
"307163at32523","1577","small muscular protein","B","B","B","B","B, B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+H","B","B","B","B","B","B","B","B"
"307167at32523","3788","zinc finger protein 593","scaf","B","B","B","B, B","B, B","B","B","B","B","B","B","B","B","B","B, E","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"30718at32523","327","Leptin receptor","E","E","E","D+E","D+E, D+E","D+E, D+E","D+E","E","missing","E","E","missing","E","E","E","E","E","E","E","E","missing","missing","missing","missing","missing","missing","E+H","missing","E+H"
"30724at32523","4607, 5234","Transcription factor 20","scaf","D+E","E+I","D+E","D+E, D+E","D+E, D+E","D+E","E","E","E","E, H","E+H+J","E","E","E, E","E","E","E","E","E, E","E+F","E","E","E","E","E","D+E, D+E","D+E, D+E","D+E, D+E"
"307391at32523","576","heat shock factor-binding protein 1","D","D+J+K+L+M","D","D+E","D+E","D+E, D+E","D+E","D","D","D","D","D","D","D","D","D+K","G","D","D","D","D","D+K","D+K","D, D","D","D","D+E, D+E","D+E","D+E"
"307812at32523","3252","urocortin-3","scaf","C","C","C","C, C","C, C","C","C","missing","C","C","C","C","C","C","C","C","C","C","C","C","missing","C","C+I","C+I","C+I","C","C","C"
"308580at32523","3551","immediate early response 3-interacting protein 1","scaf","A","A","A","scaf","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A, F","A","A","A","A","I+M","A","A","A","A","A","A","A"
"30861at32523","2701","malignant fibrous histiocytoma-amplified sequence 1","A","A","A","A, C","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"308683at32523","2001","uncharacterized protein C12orf73 homolog","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"308747at32523","5121","cortexin-2","missing","missing","missing","A","A","A, A","A","missing","missing","A","missing","A","A+M","A, A","A+K","A","A","A","A","missing","A","A","A","missing","missing","missing","A","A","A"
"308798at32523","4791, 5090","essential MCU regulator, mitochondrial","scaf","D+E","E+I","D+E","D+E, D+E","D+E","D+E","E","E","E","C, E","E+H+J","E","E","B, E","E","E","E","A, A, A, B, F, G, E, D, I, I","E","E+F","E","E","F","F","F","D+E","D+E","D+E"
"308841at32523","720","selenoprotein K","E","D+E","E+I","scaf","missing","D+E, D+E","D+E","E","E","E","E","E+H+J","missing","E","E","E","E","E","E","E","E+F","E","E","E","E","E","D+E, B","D+E","D+E"
"308935at32523","2603","proline-rich membrane anchor 1","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","scaf","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"308939at32523","3908","mitotic-spindle organizing protein 1","scaf","B","B","B","B","B, B","B","B","B","B","B","B","B","missing","B","A, B","B","B","B","B","B+F","B","B","B","B","B","B, L","B","B"
"309030at32523","4735","LYR motif-containing protein 2","scaf","A","A","A","A","A","A","A","A","A, B","scaf","A","A+M","A","A+K","A","A","A","A","A","A","missing","A","A","A","A","A","A","A"
"30921at32523","2814","Golgi apparatus protein 1","D","missing","D","D+E","D+E, D+E","D+E, D+E","D+E","D","D","D","missing","D","D","D","D","B, D+K","D","D","scaf","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"309541at32523","1490","potassium voltage-gated channel subfamily E member 1","B","B","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+H","C","B","B","B","B","B","B","B"
"31024at32523","4423","otoancorin","missing","L","L","L","L+M","L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L, scaf","L","L","L","L"
"31032at32523","1961","DNA repair protein RAD50","C","C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","missing","C+I","C","C","C"
"31070at32523","2078","histone-lysine N-methyltransferase 2E isoform X1","C","C","C","C","C, C","C","C","C","C","C","missing","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"31127at32523","2056","cortactin-binding protein 2","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"31168at32523","3090","insulin-degrading enzyme","A+H","H","H","H+I","H+I","H+I, H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","H+M","H+M","E+H, scaf","E+H","E+H"
"31218at32523","908","Phosphoinositide phospholipase C","G","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"3129at32523","129","huntingtin","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"31446at32523","1473","C2 domain-containing protein 3","B","B","B","scaf","B","B","B","B","missing","B","B","B","B","B","B","B, B","B","B","B","B","B+F","scaf","B","B","A","B","B","B","B"
"31515at32523","2665","laminin subunit beta-3","B+K","B","B","B","B","B","B","B","B","B","B","B","B","A","B","B","B","B","B","B","B+H","B","B","B","B","B","B","B","B"
"31525at32523","2699","rho guanine nucleotide exchange factor 28","A","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","missing","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"31556at32523","3266","zinc finger protein 592","missing","C","C","C","C, C","C, C","C","C","C","C","C","C","missing","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"31720at32523","2683","ubiquitin-protein ligase E3B","scaf","A","A","missing","A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","scaf","A","A","A","A"
"31801at32523","2200","transcription factor HIVEP3","B+I","B","B","B","B, B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"31843at32523","3993","HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1","missing","F","F","F","F","F","F","F","F","F","F","F","F","F","F","missing","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"31846at32523","2210","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta ","B+I","I","missing","missing","missing","missing","missing","I","missing","I","I","I","I","I","I","I","I","I","I","missing","I+K","I+M","I+M","missing","C+I","C+I","I","I","I"
"31904at32523","867","Small nuclear RNA activating complex polypeptide 4","J","J","J+K+M","J+K+M","J+K","J+K","J+K","J","J","J","B, J","E+H+J","J","J","H+J+M","J","J","J","J","J","J","J","J","J","J","J","J","J","J"
"31906at32523","1978","cilia- and flagella-associated protein 43","C","C","C","missing","C","C","C","C","C","C","C","C","C","missing","C","C","C","C","C","C","C","C","C","C+I","missing","C+I","C","C","C"
"32073at32523","1341","ATP binding cassette subfamily C member 4","B","B","B","B","B, B","B, B","B","B","B","B","B","B","B","missing","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"32130at32523","4016","Large tumor suppressor kinase 1","missing","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","scaf","F","F"
"32134at32523","250","glycine dehydrogenase (decarboxylating), mitochondrial","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A, scaf","A","A","A","A","A","A","A","A","A","A","A","A","A"
"32146at32523","3873","Gem nuclear organelle associated protein 4","scaf","B","B","B","B","B","B","B","B","B","F","B","B","B","B","B","B","B","B","B","B+F","B, scaf, scaf, scaf","B","B","B","B","B","B","B"
"32255at32523","2287","zinc finger protein 518A","A+H","H","H","H+I","H+I, H+I","H+I, H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","H+M","H+M","E+H","E+H","E+H"
"32256at32523","4988","A-kinase anchor protein 6","missing","missing","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","missing","K","K","K","I+K","D+K","D+K","missing","K","K","K","K","K"
"32297at32523","202","transmembrane protein 131-like","A","A","A","A","A","A, A","A","A","A","A","A+M","A","missing","missing","A+K","A","A","A","A","missing","A","missing","A","A","A","A","A","A","A"
"32549at32523","2370","ribosome biogenesis protein BMS1 homolog","A+H","H","H","H+I","H+I","H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","H+M","H+M","E+H","E+H","E+H"
"3264at32523","1087","desmoplakin isoform X1","G","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","missing","G","G","G"
"32661at32523","3078","PDZ domain-containing protein 8","A+H","D+J+K+L+M","H","H+I","H+I","H+I","H+I","H","H","scaf","H","E+H+J","H","H","H+J+M","H","H","H","H+M","missing","B+H","scaf","H","H+M","scaf","H+M","E+H","E+H","E+H"
"32680at32523","4942","tubulin-specific chaperone D","M","missing","J+K+M","J+K+M","L+M, L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","missing","I+M","H+M","H+M","H+M","M","missing","M"
"32790at32523","2490","inactive phospholipase C-like protein 1","K+L","D+J+K+L+M","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
